,Unnamed: 0,country,year,life_expectancy
3474,13335,Finland,1817,38.09
3475,13336,France,1817,39.18
3476,13337,French Guiana,1817,30.5
3477,13338,French Polynesia,1817,25.6
3478,13339,Gabon,1817,30.6
3479,13340,Gambia,1817,28.8
3480,13341,Georgia,1817,31.87
3481,13342,Germany,1817,38.37
3482,13343,Ghana,1817,28.0
3483,13345,Greece,1817,36.6
3484,13346,Greenland,1817,33.87
3485,13347,Grenada,1817,31.4
3486,13348,Guadeloupe,1817,27.66
3487,13349,Guam,1817,27.5
3488,13350,Guatemala,1817,25.8
3489,13352,Guinea,1817,29.68
3490,13353,Guinea-Bissau,1817,32.0
3491,13354,Guyana,1817,31.12
3492,13355,Haiti,1817,29.0
3493,13357,Honduras,1817,33.9
3494,13358,"Hong Kong, China",1817,34.9
3495,13359,Hungary,1817,36.0
3496,13360,Iceland,1817,45.65
3497,13361,India,1817,25.44
3498,13362,Indonesia,1817,30.0
3499,13363,Iran,1817,25.6
3500,13364,Iraq,1817,31.2
3501,13365,Ireland,1817,38.3
3502,13367,Israel,1817,32.0
3503,13368,Italy,1817,29.69
3504,13369,Jamaica,1817,34.2
3505,13370,Japan,1817,36.41
3506,13372,Jordan,1817,31.7
3507,13373,Kazakhstan,1817,26.2
3508,13374,Kenya,1817,25.5
3509,13375,Kiribati,1817,24.9
3510,13376,North Korea,1817,26.0
3511,13377,South Korea,1817,25.8
3512,13380,Kuwait,1817,26.0
3513,13381,Kyrgyz Republic,1817,23.94
3514,13382,Lao,1817,31.9
3515,13383,Latvia,1817,33.0
3516,13384,Lebanon,1817,29.7
3517,13385,Lesotho,1817,32.8
3518,13386,Liberia,1817,31.1
3519,13387,Libya,1817,33.1
3520,13389,Lithuania,1817,28.9
3521,13390,Luxembourg,1817,36.9
3522,13391,"Macao, China",1817,34.7
3523,13392,"Macedonia, FYR",1817,36.1
3524,13393,Madagascar,1817,30.5
3525,13394,Malawi,1817,30.3
3526,13395,Malaysia,1817,30.6
3527,13396,Maldives,1817,32.65
3528,13397,Mali,1817,26.41
3529,13398,Malta,1817,28.7
3530,13400,Martinique,1817,30.15
3531,13401,Mauritania,1817,32.0
3532,13402,Mauritius,1817,28.7
3533,13403,Mayotte,1817,32.5
3534,13404,Mexico,1817,26.9
3535,13405,"Micronesia, Fed. Sts.",1817,26.7
3536,13406,Moldova,1817,33.15
3537,13408,Mongolia,1817,31.8
3538,13409,Montenegro,1817,35.4
3539,13411,Morocco,1817,33.1
3540,13412,Mozambique,1817,30.28
3541,13413,Myanmar,1817,30.8
3542,13414,Namibia,1817,32.4
3543,13416,Nepal,1817,32.8
3544,13417,Netherlands,1817,39.86
3545,13418,Netherlands Antilles,1817,34.41
3546,13419,New Caledonia,1817,26.0
3547,13420,New Zealand,1817,34.05
3548,13422,Nicaragua,1817,25.4
3549,13423,Niger,1817,30.8
3550,13424,Nigeria,1817,30.4
3551,13429,Norway,1817,48.87
3552,13430,Oman,1817,32.3
3553,13431,Pakistan,1817,25.8
3554,13433,Panama,1817,32.9
3555,13434,Papua New Guinea,1817,31.5
3556,13435,Paraguay,1817,35.5
3557,13436,Peru,1817,35.7
3558,13437,Philippines,1817,30.9
3559,13439,Poland,1817,35.9
3560,13440,Portugal,1817,35.6
3561,13441,Puerto Rico,1817,30.43
3562,13442,Qatar,1817,30.8
3563,13443,Reunion,1817,33.0
3564,13444,Romania,1817,35.7
3565,13445,Russia,1817,29.57
3566,13446,Rwanda,1817,31.8
3567,13450,St. Lucia,1817,28.01
3568,13452,St. Vincent and the Grenadines,1817,25.99
3569,13454,Samoa,1817,25.4
3570,13456,Sao Tome and Principe,1817,31.0
3571,13457,Saudi Arabia,1817,32.1
3572,13458,Senegal,1817,25.2
3573,13459,Serbia,1817,35.5
3574,13462,Seychelles,1817,37.0
3575,13463,Sierra Leone,1817,25.1
3576,13464,Singapore,1817,29.1
3577,13465,Slovak Republic,1817,36.4
3578,13466,Slovenia,1817,36.6
3579,13467,Solomon Islands,1817,25.1
3580,13468,Somalia,1817,29.4
3581,13470,South Africa,1817,33.5
3582,13472,Spain,1817,29.5
3583,13473,Sri Lanka,1817,32.6
3584,13474,Sudan,1817,31.4
3585,13475,Suriname,1817,32.9
3586,13477,Swaziland,1817,32.3
3587,13478,Sweden,1817,40.29
3588,13479,Switzerland,1817,38.0
3589,13480,Syria,1817,31.1
3590,13481,Taiwan,1817,28.3
3591,13482,Tajikistan,1817,24.24
3592,13483,Tanzania,1817,32.2
3593,13484,Thailand,1817,30.4
3594,13485,Timor-Leste,1817,28.95
3595,13486,Togo,1817,31.3
3596,13488,Tonga,1817,28.2
3597,13490,Trinidad and Tobago,1817,32.9
3598,13491,Tunisia,1817,28.8
3599,13492,Turkey,1817,35.0
3600,13493,Turkmenistan,1817,24.0
3601,13496,Uganda,1817,25.3
3602,13497,Ukraine,1817,36.6
3603,13498,United Arab Emirates,1817,30.7
3604,13499,United Kingdom,1817,41.04
3605,13500,United States,1817,39.41
3606,13501,Uruguay,1817,32.9
3607,13503,Uzbekistan,1817,26.93
3608,13505,Vanuatu,1817,24.3
3609,13506,Venezuela,1817,32.2
3610,13507,West Bank and Gaza,1817,32.1
3611,13509,Western Sahara,1817,34.75
3612,13510,Vietnam,1817,32.0
3613,13511,Virgin Islands (U.S.),1817,33.4
3614,13514,Yemen,1817,23.39
3615,13516,Zambia,1817,32.6
3616,13517,Zimbabwe,1817,33.7
3617,13519,South Sudan,1817,26.67
3618,14041,Afghanistan,1818,28.03
3619,14043,Albania,1818,35.4
3620,14044,Algeria,1818,28.82
3621,14047,Angola,1818,26.98
3622,14049,Antigua and Barbuda,1818,33.54
3623,14050,Argentina,1818,33.2
3624,14051,Armenia,1818,34.0
3625,14052,Aruba,1818,34.42
3626,14053,Australia,1818,34.05
3627,14054,Austria,1818,34.4
3628,14055,Azerbaijan,1818,29.17
3629,14056,Bahamas,1818,35.18
3630,14057,Bahrain,1818,30.3
3631,14058,Bangladesh,1818,25.5
3632,14059,Barbados,1818,32.12
3633,14060,Belarus,1818,36.2
3634,14061,Belgium,1818,40.14
3635,14062,Belize,1818,26.5
3636,14063,Benin,1818,31.0
3637,14065,Bhutan,1818,28.8
3638,14066,Bolivia,1818,33.0
3639,14067,Bosnia and Herzegovina,1818,35.1
3640,14068,Botswana,1818,33.6
3641,14069,Brazil,1818,32.0
3642,14071,Brunei,1818,29.2
3643,14072,Bulgaria,1818,36.59
3644,14073,Burkina Faso,1818,29.2
3645,14074,Burundi,1818,31.5
3646,14075,Cambodia,1818,35.0
3647,14076,Cameroon,1818,28.75
3648,14077,Canada,1818,39.03
3649,14078,Cape Verde,1818,33.8
3650,14080,Central African Republic,1818,30.0
3651,14081,Chad,1818,30.9
3652,14083,Chile,1818,32.0
3653,14084,China,1818,32.0
3654,14087,Colombia,1818,32.0
3655,14088,Comoros,1818,32.1
3656,14089,"Congo, Dem. Rep.",1818,31.6
3657,14090,"Congo, Rep.",1818,32.7
3658,14092,Costa Rica,1818,30.21
3659,14093,Cote d'Ivoire,1818,31.16
3660,14094,Croatia,1818,36.1
3661,14095,Cuba,1818,34.6
3662,14096,Cyprus,1818,38.5
3663,14097,Czech Republic,1818,34.95
3664,14099,Denmark,1818,46.38
3665,14100,Djibouti,1818,29.9
3666,14102,Dominican Republic,1818,29.9
3667,14104,Ecuador,1818,32.9
3668,14105,Egypt,1818,33.0
3669,14106,El Salvador,1818,28.7
3670,14107,Equatorial Guinea,1818,29.8
3671,14108,Eritrea,1818,30.2
3672,14110,Estonia,1818,41.24
3673,14111,Ethiopia,1818,29.7
3674,14114,Fiji,1818,26.1
3675,14115,Finland,1818,37.17
3676,14116,France,1818,38.53
3677,14117,French Guiana,1818,30.5
3678,14118,French Polynesia,1818,25.6
3679,14119,Gabon,1818,30.6
3680,14120,Gambia,1818,28.8
3681,14121,Georgia,1818,31.87
3682,14122,Germany,1818,38.37
3683,14123,Ghana,1818,28.0
3684,14125,Greece,1818,36.6
3685,14126,Greenland,1818,33.87
3686,14127,Grenada,1818,31.4
3687,14128,Guadeloupe,1818,27.66
3688,14129,Guam,1818,27.5
3689,14130,Guatemala,1818,25.8
3690,14132,Guinea,1818,29.69
3691,14133,Guinea-Bissau,1818,32.0
3692,14134,Guyana,1818,31.12
3693,14135,Haiti,1818,29.0
3694,14137,Honduras,1818,33.9
3695,14138,"Hong Kong, China",1818,34.9
3696,14139,Hungary,1818,36.0
3697,14140,Iceland,1818,43.48
3698,14141,India,1818,25.44
3699,14142,Indonesia,1818,30.0
3700,14143,Iran,1818,25.6
3701,14144,Iraq,1818,31.2
3702,14145,Ireland,1818,38.3
3703,14147,Israel,1818,32.0
3704,14148,Italy,1818,29.69
3705,14149,Jamaica,1818,34.2
3706,14150,Japan,1818,36.41
3707,14152,Jordan,1818,31.7
3708,14153,Kazakhstan,1818,26.2
3709,14154,Kenya,1818,25.5
3710,14155,Kiribati,1818,24.9
3711,14156,North Korea,1818,26.0
3712,14157,South Korea,1818,25.8
3713,14160,Kuwait,1818,26.0
3714,14161,Kyrgyz Republic,1818,23.94
3715,14162,Lao,1818,31.9
3716,14163,Latvia,1818,33.0
3717,14164,Lebanon,1818,29.7
3718,14165,Lesotho,1818,32.8
3719,14166,Liberia,1818,31.1
3720,14167,Libya,1818,33.1
3721,14169,Lithuania,1818,28.9
3722,14170,Luxembourg,1818,36.9
3723,14171,"Macao, China",1818,34.7
3724,14172,"Macedonia, FYR",1818,36.1
3725,14173,Madagascar,1818,30.5
3726,14174,Malawi,1818,30.3
3727,14175,Malaysia,1818,30.6
3728,14176,Maldives,1818,32.65
3729,14177,Mali,1818,26.41
3730,14178,Malta,1818,28.7
3731,14180,Martinique,1818,30.15
3732,14181,Mauritania,1818,32.0
3733,14182,Mauritius,1818,28.7
3734,14183,Mayotte,1818,32.5
3735,14184,Mexico,1818,26.9
3736,14185,"Micronesia, Fed. Sts.",1818,26.7
3737,14186,Moldova,1818,33.15
3738,14188,Mongolia,1818,31.8
3739,14189,Montenegro,1818,35.4
3740,14191,Morocco,1818,33.1
3741,14192,Mozambique,1818,30.28
3742,14193,Myanmar,1818,30.8
3743,14194,Namibia,1818,32.4
3744,14196,Nepal,1818,32.8
3745,14197,Netherlands,1818,39.86
3746,14198,Netherlands Antilles,1818,34.41
3747,14199,New Caledonia,1818,26.0
3748,14200,New Zealand,1818,34.05
3749,14202,Nicaragua,1818,25.4
3750,14203,Niger,1818,30.8
3751,14204,Nigeria,1818,30.4
3752,14209,Norway,1818,46.75
3753,14210,Oman,1818,32.3
3754,14211,Pakistan,1818,25.8
3755,14213,Panama,1818,32.9
3756,14214,Papua New Guinea,1818,31.5
3757,14215,Paraguay,1818,35.5
3758,14216,Peru,1818,35.7
3759,14217,Philippines,1818,30.9
3760,14219,Poland,1818,35.9
3761,14220,Portugal,1818,35.6
3762,14221,Puerto Rico,1818,30.43
3763,14222,Qatar,1818,30.8
3764,14223,Reunion,1818,33.0
3765,14224,Romania,1818,35.7
3766,14225,Russia,1818,29.57
3767,14226,Rwanda,1818,31.8
3768,14230,St. Lucia,1818,28.01
3769,14232,St. Vincent and the Grenadines,1818,25.99
3770,14234,Samoa,1818,25.4
3771,14236,Sao Tome and Principe,1818,31.0
3772,14237,Saudi Arabia,1818,32.1
3773,14238,Senegal,1818,25.2
3774,14239,Serbia,1818,35.5
3775,14242,Seychelles,1818,37.0
3776,14243,Sierra Leone,1818,25.1
3777,14244,Singapore,1818,29.1
3778,14245,Slovak Republic,1818,36.4
3779,14246,Slovenia,1818,36.6
3780,14247,Solomon Islands,1818,25.1
3781,14248,Somalia,1818,29.4
3782,14250,South Africa,1818,33.5
3783,14252,Spain,1818,29.5
3784,14253,Sri Lanka,1818,32.6
3785,14254,Sudan,1818,31.4
3786,14255,Suriname,1818,32.9
3787,14257,Swaziland,1818,32.3
3788,14258,Sweden,1818,40.02
3789,14259,Switzerland,1818,38.0
3790,14260,Syria,1818,31.1
3791,14261,Taiwan,1818,28.3
3792,14262,Tajikistan,1818,24.24
3793,14263,Tanzania,1818,32.2
3794,14264,Thailand,1818,30.4
3795,14265,Timor-Leste,1818,28.95
3796,14266,Togo,1818,31.3
3797,14268,Tonga,1818,28.2
3798,14270,Trinidad and Tobago,1818,32.9
3799,14271,Tunisia,1818,5.5
3800,14272,Turkey,1818,35.0
3801,14273,Turkmenistan,1818,24.0
3802,14276,Uganda,1818,25.3
3803,14277,Ukraine,1818,36.6
3804,14278,United Arab Emirates,1818,30.7
3805,14279,United Kingdom,1818,39.85
3806,14280,United States,1818,39.41
3807,14281,Uruguay,1818,32.9
3808,14283,Uzbekistan,1818,26.93
3809,14285,Vanuatu,1818,24.3
3810,14286,Venezuela,1818,32.2
3811,14287,West Bank and Gaza,1818,32.1
3812,14289,Western Sahara,1818,34.75
3813,14290,Vietnam,1818,32.0
3814,14291,Virgin Islands (U.S.),1818,33.4
3815,14294,Yemen,1818,23.39
3816,14296,Zambia,1818,32.6
3817,14297,Zimbabwe,1818,33.7
3818,14299,South Sudan,1818,26.67
3819,14821,Afghanistan,1819,28.02
3820,14823,Albania,1819,35.4
3821,14824,Algeria,1819,28.82
3822,14827,Angola,1819,26.98
3823,14829,Antigua and Barbuda,1819,33.54
3824,14830,Argentina,1819,33.2
3825,14831,Armenia,1819,34.0
3826,14832,Aruba,1819,34.42
3827,14833,Australia,1819,34.05
3828,14834,Austria,1819,34.4
3829,14835,Azerbaijan,1819,29.17
3830,14836,Bahamas,1819,35.18
3831,14837,Bahrain,1819,30.3
3832,14838,Bangladesh,1819,25.5
3833,14839,Barbados,1819,32.12
3834,14840,Belarus,1819,36.2
3835,14841,Belgium,1819,40.15
3836,14842,Belize,1819,26.5
3837,14843,Benin,1819,31.0
3838,14845,Bhutan,1819,28.8
3839,14846,Bolivia,1819,33.0
3840,14847,Bosnia and Herzegovina,1819,35.1
3841,14848,Botswana,1819,33.6
3842,14849,Brazil,1819,32.0
3843,14851,Brunei,1819,29.2
3844,14852,Bulgaria,1819,36.64
3845,14853,Burkina Faso,1819,29.2
3846,14854,Burundi,1819,31.5
3847,14855,Cambodia,1819,35.0
3848,14856,Cameroon,1819,28.75
3849,14857,Canada,1819,39.03
3850,14858,Cape Verde,1819,33.8
3851,14860,Central African Republic,1819,30.0
3852,14861,Chad,1819,30.9
3853,14863,Chile,1819,32.0
3854,14864,China,1819,32.0
3855,14867,Colombia,1819,32.0
3856,14868,Comoros,1819,32.1
3857,14869,"Congo, Dem. Rep.",1819,31.6
3858,14870,"Congo, Rep.",1819,32.7
3859,14872,Costa Rica,1819,30.21
3860,14873,Cote d'Ivoire,1819,31.16
3861,14874,Croatia,1819,36.1
3862,14875,Cuba,1819,34.7
3863,14876,Cyprus,1819,38.5
3864,14877,Czech Republic,1819,34.95
3865,14879,Denmark,1819,45.26
3866,14880,Djibouti,1819,29.9
3867,14882,Dominican Republic,1819,29.9
3868,14884,Ecuador,1819,32.9
3869,14885,Egypt,1819,33.0
3870,14886,El Salvador,1819,28.7
3871,14887,Equatorial Guinea,1819,29.8
3872,14888,Eritrea,1819,30.2
3873,14890,Estonia,1819,42.32
3874,14891,Ethiopia,1819,29.7
3875,14894,Fiji,1819,26.1
3876,14895,Finland,1819,35.03
3877,14896,France,1819,37.25
3878,14897,French Guiana,1819,30.5
3879,14898,French Polynesia,1819,25.6
3880,14899,Gabon,1819,30.6
3881,14900,Gambia,1819,28.8
3882,14901,Georgia,1819,31.87
3883,14902,Germany,1819,38.37
3884,14903,Ghana,1819,28.0
3885,14905,Greece,1819,36.6
3886,14906,Greenland,1819,33.87
3887,14907,Grenada,1819,31.4
3888,14908,Guadeloupe,1819,27.66
3889,14909,Guam,1819,27.5
3890,14910,Guatemala,1819,25.8
3891,14912,Guinea,1819,29.7
3892,14913,Guinea-Bissau,1819,32.0
3893,14914,Guyana,1819,31.12
3894,14915,Haiti,1819,29.0
3895,14917,Honduras,1819,33.9
3896,14918,"Hong Kong, China",1819,34.9
3897,14919,Hungary,1819,36.0
3898,14920,Iceland,1819,36.82
3899,14921,India,1819,25.44
3900,14922,Indonesia,1819,30.0
3901,14923,Iran,1819,25.6
3902,14924,Iraq,1819,31.2
3903,14925,Ireland,1819,38.3
3904,14927,Israel,1819,32.0
3905,14928,Italy,1819,29.69
3906,14929,Jamaica,1819,34.2
3907,14930,Japan,1819,36.41
3908,14932,Jordan,1819,31.7
3909,14933,Kazakhstan,1819,26.2
3910,14934,Kenya,1819,25.5
3911,14935,Kiribati,1819,24.9
3912,14936,North Korea,1819,26.0
3913,14937,South Korea,1819,25.8
3914,14940,Kuwait,1819,26.0
3915,14941,Kyrgyz Republic,1819,23.94
3916,14942,Lao,1819,31.9
3917,14943,Latvia,1819,33.0
3918,14944,Lebanon,1819,29.7
3919,14945,Lesotho,1819,32.8
3920,14946,Liberia,1819,31.1
3921,14947,Libya,1819,33.1
3922,14949,Lithuania,1819,28.9
3923,14950,Luxembourg,1819,36.9
3924,14951,"Macao, China",1819,34.7
3925,14952,"Macedonia, FYR",1819,36.1
3926,14953,Madagascar,1819,30.5
3927,14954,Malawi,1819,30.3
3928,14955,Malaysia,1819,30.6
3929,14956,Maldives,1819,32.65
3930,14957,Mali,1819,26.41
3931,14958,Malta,1819,28.7
3932,14960,Martinique,1819,30.15
3933,14961,Mauritania,1819,32.0
3934,14962,Mauritius,1819,28.7
3935,14963,Mayotte,1819,32.5
3936,14964,Mexico,1819,26.9
3937,14965,"Micronesia, Fed. Sts.",1819,26.7
3938,14966,Moldova,1819,33.15
3939,14968,Mongolia,1819,31.8
3940,14969,Montenegro,1819,35.4
3941,14971,Morocco,1819,33.1
3942,14972,Mozambique,1819,30.28
3943,14973,Myanmar,1819,30.8
3944,14974,Namibia,1819,32.4
3945,14976,Nepal,1819,32.8
3946,14977,Netherlands,1819,39.86
3947,14978,Netherlands Antilles,1819,34.41
3948,14979,New Caledonia,1819,26.0
3949,14980,New Zealand,1819,34.05
3950,14982,Nicaragua,1819,25.4
3951,14983,Niger,1819,30.8
3952,14984,Nigeria,1819,30.4
3953,14989,Norway,1819,45.78
3954,14990,Oman,1819,32.3
3955,14991,Pakistan,1819,25.8
3956,14993,Panama,1819,32.9
3957,14994,Papua New Guinea,1819,31.5
3958,14995,Paraguay,1819,35.5
3959,14996,Peru,1819,35.7
3960,14997,Philippines,1819,30.9
3961,14999,Poland,1819,35.9
3962,15000,Portugal,1819,35.6
3963,15001,Puerto Rico,1819,30.43
3964,15002,Qatar,1819,30.8
3965,15003,Reunion,1819,33.0
3966,15004,Romania,1819,35.7
3967,15005,Russia,1819,29.57
3968,15006,Rwanda,1819,31.8
3969,15010,St. Lucia,1819,28.01
3970,15012,St. Vincent and the Grenadines,1819,25.99
3971,15014,Samoa,1819,25.4
3972,15016,Sao Tome and Principe,1819,31.0
3973,15017,Saudi Arabia,1819,32.1
3974,15018,Senegal,1819,25.2
3975,15019,Serbia,1819,35.5
3976,15022,Seychelles,1819,37.0
3977,15023,Sierra Leone,1819,25.1
3978,15024,Singapore,1819,29.1
3979,15025,Slovak Republic,1819,36.4
3980,15026,Slovenia,1819,36.6
3981,15027,Solomon Islands,1819,25.1
3982,15028,Somalia,1819,29.4
3983,15030,South Africa,1819,33.5
3984,15032,Spain,1819,29.5
3985,15033,Sri Lanka,1819,32.6
3986,15034,Sudan,1819,31.4
3987,15035,Suriname,1819,32.9
3988,15037,Swaziland,1819,32.3
3989,15038,Sweden,1819,36.97
3990,15039,Switzerland,1819,38.0
3991,15040,Syria,1819,31.1
3992,15041,Taiwan,1819,28.3
3993,15042,Tajikistan,1819,24.24
3994,15043,Tanzania,1819,32.2
3995,15044,Thailand,1819,30.4
3996,15045,Timor-Leste,1819,28.95
3997,15046,Togo,1819,31.3
3998,15048,Tonga,1819,28.2
3999,15050,Trinidad and Tobago,1819,32.9
4000,15051,Tunisia,1819,1.5
4001,15052,Turkey,1819,35.0
4002,15053,Turkmenistan,1819,24.0
4003,15056,Uganda,1819,25.3
4004,15057,Ukraine,1819,36.6
4005,15058,United Arab Emirates,1819,30.7
4006,15059,United Kingdom,1819,40.52
4007,15060,United States,1819,39.41
4008,15061,Uruguay,1819,32.9
4009,15063,Uzbekistan,1819,26.93
4010,15065,Vanuatu,1819,24.3
4011,15066,Venezuela,1819,32.2
4012,15067,West Bank and Gaza,1819,32.1
4013,15069,Western Sahara,1819,34.75
4014,15070,Vietnam,1819,32.0
4015,15071,Virgin Islands (U.S.),1819,33.4
4016,15074,Yemen,1819,23.39
4017,15076,Zambia,1819,32.6
4018,15077,Zimbabwe,1819,33.7
4019,15079,South Sudan,1819,26.67
4020,15601,Afghanistan,1820,28.01
4021,15603,Albania,1820,35.4
4022,15604,Algeria,1820,28.82
4023,15607,Angola,1820,26.98
4024,15609,Antigua and Barbuda,1820,33.54
4025,15610,Argentina,1820,33.2
4026,15611,Armenia,1820,34.0
4027,15612,Aruba,1820,34.42
4028,15613,Australia,1820,34.05
4029,15614,Austria,1820,34.4
4030,15615,Azerbaijan,1820,29.17
4031,15616,Bahamas,1820,35.18
4032,15617,Bahrain,1820,30.3
4033,15618,Bangladesh,1820,25.5
4034,15619,Barbados,1820,32.12
4035,15620,Belarus,1820,36.2
4036,15621,Belgium,1820,40.16
4037,15622,Belize,1820,26.5
4038,15623,Benin,1820,31.0
4039,15625,Bhutan,1820,28.8
4040,15626,Bolivia,1820,33.0
4041,15627,Bosnia and Herzegovina,1820,35.1
4042,15628,Botswana,1820,33.6
4043,15629,Brazil,1820,32.0
4044,15631,Brunei,1820,29.2
4045,15632,Bulgaria,1820,36.68
4046,15633,Burkina Faso,1820,29.2
4047,15634,Burundi,1820,31.5
4048,15635,Cambodia,1820,35.0
4049,15636,Cameroon,1820,28.75
4050,15637,Canada,1820,39.03
4051,15638,Cape Verde,1820,33.8
4052,15640,Central African Republic,1820,30.0
4053,15641,Chad,1820,30.9
4054,15643,Chile,1820,32.0
4055,15644,China,1820,32.0
4056,15647,Colombia,1820,32.0
4057,15648,Comoros,1820,32.1
4058,15649,"Congo, Dem. Rep.",1820,31.6
4059,15650,"Congo, Rep.",1820,32.7
4060,15652,Costa Rica,1820,30.21
4061,15653,Cote d'Ivoire,1820,31.16
4062,15654,Croatia,1820,36.1
4063,15655,Cuba,1820,35.04
4064,15656,Cyprus,1820,38.5
4065,15657,Czech Republic,1820,34.95
4066,15659,Denmark,1820,43.14
4067,15660,Djibouti,1820,29.9
4068,15662,Dominican Republic,1820,29.9
4069,15664,Ecuador,1820,32.9
4070,15665,Egypt,1820,33.0
4071,15666,El Salvador,1820,28.7
4072,15667,Equatorial Guinea,1820,29.8
4073,15668,Eritrea,1820,30.2
4074,15670,Estonia,1820,43.39
4075,15671,Ethiopia,1820,29.7
4076,15674,Fiji,1820,26.1
4077,15675,Finland,1820,37.29
4078,15676,France,1820,39.21
4079,15677,French Guiana,1820,30.5
4080,15678,French Polynesia,1820,25.6
4081,15679,Gabon,1820,30.6
4082,15680,Gambia,1820,28.8
4083,15681,Georgia,1820,31.87
4084,15682,Germany,1820,38.37
4085,15683,Ghana,1820,28.0
4086,15685,Greece,1820,36.6
4087,15686,Greenland,1820,33.87
4088,15687,Grenada,1820,31.4
4089,15688,Guadeloupe,1820,27.66
4090,15689,Guam,1820,27.5
4091,15690,Guatemala,1820,25.8
4092,15692,Guinea,1820,29.71
4093,15693,Guinea-Bissau,1820,32.0
4094,15694,Guyana,1820,31.12
4095,15695,Haiti,1820,29.0
4096,15697,Honduras,1820,33.9
4097,15698,"Hong Kong, China",1820,34.9
4098,15699,Hungary,1820,36.0
4099,15700,Iceland,1820,36.56
4100,15701,India,1820,25.44
4101,15702,Indonesia,1820,30.0
4102,15703,Iran,1820,25.6
4103,15704,Iraq,1820,31.2
4104,15705,Ireland,1820,38.3
4105,15707,Israel,1820,32.0
4106,15708,Italy,1820,29.69
4107,15709,Jamaica,1820,34.2
4108,15710,Japan,1820,36.41
4109,15712,Jordan,1820,31.7
4110,15713,Kazakhstan,1820,26.2
4111,15714,Kenya,1820,25.5
4112,15715,Kiribati,1820,24.9
4113,15716,North Korea,1820,26.0
4114,15717,South Korea,1820,25.8
4115,15720,Kuwait,1820,26.0
4116,15721,Kyrgyz Republic,1820,23.94
4117,15722,Lao,1820,31.9
4118,15723,Latvia,1820,33.0
4119,15724,Lebanon,1820,29.7
4120,15725,Lesotho,1820,32.8
4121,15726,Liberia,1820,31.1
4122,15727,Libya,1820,33.1
4123,15729,Lithuania,1820,28.9
4124,15730,Luxembourg,1820,36.9
4125,15731,"Macao, China",1820,34.7
4126,15732,"Macedonia, FYR",1820,36.1
4127,15733,Madagascar,1820,30.5
4128,15734,Malawi,1820,30.3
4129,15735,Malaysia,1820,30.6
4130,15736,Maldives,1820,32.65
4131,15737,Mali,1820,26.41
4132,15738,Malta,1820,28.7
4133,15740,Martinique,1820,30.15
4134,15741,Mauritania,1820,32.0
4135,15742,Mauritius,1820,28.7
4136,15743,Mayotte,1820,32.5
4137,15744,Mexico,1820,26.9
4138,15745,"Micronesia, Fed. Sts.",1820,26.7
4139,15746,Moldova,1820,33.15
4140,15748,Mongolia,1820,31.8
4141,15749,Montenegro,1820,35.4
4142,15751,Morocco,1820,33.1
4143,15752,Mozambique,1820,30.28
4144,15753,Myanmar,1820,30.8
4145,15754,Namibia,1820,32.4
4146,15756,Nepal,1820,32.8
4147,15757,Netherlands,1820,39.86
4148,15758,Netherlands Antilles,1820,34.41
4149,15759,New Caledonia,1820,26.0
4150,15760,New Zealand,1820,34.05
4151,15762,Nicaragua,1820,25.4
4152,15763,Niger,1820,30.8
4153,15764,Nigeria,1820,30.4
4154,15769,Norway,1820,46.96
4155,15770,Oman,1820,32.3
4156,15771,Pakistan,1820,25.8
4157,15773,Panama,1820,32.9
4158,15774,Papua New Guinea,1820,31.5
4159,15775,Paraguay,1820,35.5
4160,15776,Peru,1820,35.7
4161,15777,Philippines,1820,30.9
4162,15779,Poland,1820,35.9
4163,15780,Portugal,1820,35.6
4164,15781,Puerto Rico,1820,30.43
4165,15782,Qatar,1820,30.8
4166,15783,Reunion,1820,33.0
4167,15784,Romania,1820,35.7
4168,15785,Russia,1820,29.57
4169,15786,Rwanda,1820,31.8
4170,15790,St. Lucia,1820,28.01
4171,15792,St. Vincent and the Grenadines,1820,25.99
4172,15794,Samoa,1820,25.4
4173,15796,Sao Tome and Principe,1820,31.0
4174,15797,Saudi Arabia,1820,32.1
4175,15798,Senegal,1820,25.2
4176,15799,Serbia,1820,35.5
4177,15802,Seychelles,1820,37.0
4178,15803,Sierra Leone,1820,25.1
4179,15804,Singapore,1820,30.08
4180,15805,Slovak Republic,1820,36.4
4181,15806,Slovenia,1820,36.6
4182,15807,Solomon Islands,1820,25.1
4183,15808,Somalia,1820,29.4
4184,15810,South Africa,1820,33.5
4185,15812,Spain,1820,29.5
4186,15813,Sri Lanka,1820,32.6
4187,15814,Sudan,1820,31.4
4188,15815,Suriname,1820,32.9
4189,15817,Swaziland,1820,32.3
4190,15818,Sweden,1820,40.23
4191,15819,Switzerland,1820,38.0
4192,15820,Syria,1820,31.1
4193,15821,Taiwan,1820,28.3
4194,15822,Tajikistan,1820,24.24
4195,15823,Tanzania,1820,32.2
4196,15824,Thailand,1820,30.4
4197,15825,Timor-Leste,1820,28.95
4198,15826,Togo,1820,31.3
4199,15828,Tonga,1820,28.2
4200,15830,Trinidad and Tobago,1820,32.9
4201,15831,Tunisia,1820,6.5
4202,15832,Turkey,1820,35.0
4203,15833,Turkmenistan,1820,24.0
4204,15836,Uganda,1820,25.3
4205,15837,Ukraine,1820,36.6
4206,15838,United Arab Emirates,1820,30.7
4207,15839,United Kingdom,1820,41.31
4208,15840,United States,1820,39.41
4209,15841,Uruguay,1820,32.9
